origen,detla_boric,delta_kast,delta_nulos,delta_blancos,delta_no,com_clust
blanco_pv,0.7930160938130755,0.20698367516393198,7.822304728291388e-8,1.4894232538264764e-7,3.857619889794957e-9,8110
noVoto_pv,0.0915589383103807,0.05836594347814041,0.008600699240929852,0.001715980023731231,0.8397584389468178,8102
boric_pv,1.0000000376269964,0.0,0.0,0.0,0.0,8102
kast_pv,0.0,1.0000000358725885,0.0,0.0,0.0,8102
provoste_pv,0.7275591927775377,0.27244082709025147,0.0,0.0,0.0,8102
artes_pv,0.9999999925062829,1.7846526796293942e-8,0.0,0.0,0.0,8102
meo_pv,0.6525937278441181,0.3474062840199037,1.2689618249406873e-9,0.0,0.0,8102
parisi_pv,0.6955850766616684,0.30441493706676986,0.0,0.0,0.0,8102
sichel_pv,0.2646451974373802,0.7353548244324204,0.0,0.0,0.0,8102
nulos_pv,0.40445748239747303,0.5004204390148745,0.09512191551118934,1.518036365608612e-7,1.1272826609591085e-8,8102
blanco_pv,4.303612009030684e-8,0.014414933290885702,2.3693676185284365e-7,0.13729625700464743,0.8482885297315849,8102
noVoto_pv,0.11349806505316641,0.06317160805215892,0.0037177703960032085,0.0036351407629353774,0.8159774157357361,23
boric_pv,1.000000039235671,0.0,0.0,0.0,0.0,23
kast_pv,0.0,1.0000000393897286,0.0,0.0,0.0,23
provoste_pv,0.6206186890714472,0.3793813384338318,0.0,0.0,0.0,23
artes_pv,1.0000000224403023,0.0,0.0,0.0,0.0,23
meo_pv,0.8255956508258053,0.1744043753772407,0.0,0.0,0.0,23
parisi_pv,0.7683337125320321,0.22221423507489158,0.009452065684555448,0.0,0.0,23
sichel_pv,0.07131188433128322,0.8994018214466692,0.02928608283794097,2.2119303441477597e-7,0.0,23
nulos_pv,0.7214165284369285,0.16356038741266796,0.11502300479955994,7.885849514614652e-8,4.923485874906252e-10,23
blanco_pv,0.29293181232782595,0.7070680223379148,3.9587841308125965e-8,1.167009279569122e-7,9.04549010998509e-9,23
noVoto_pv,0.045170387739126794,0.03494329310522195,0.0029498052669314156,0.00028070449328065135,0.9166558093954392,1101
boric_pv,0.9798200420442306,0.020179984679967157,0.0,0.0,0.0,1101
kast_pv,0.04115895293799118,0.958841074532143,0.0,0.0,0.0,1101
provoste_pv,0.7249841084361657,0.2750159028984601,0.0,0.0,0.0,1101
artes_pv,0.9334250668438699,0.06657492087721362,1.1141586029491838e-8,6.413146125759228e-9,0.0,1101
meo_pv,0.6208993759512491,0.3460065385129448,0.03309405149894147,3.300078700460047e-8,1.0360775741766954e-9,1101
parisi_pv,0.5902087262587976,0.29654813226061316,0.014409618785650932,0.011914158983501824,0.08691936371143652,1101
sichel_pv,0.21164234777008978,0.7883576735426919,0.0,0.0,0.0,1101
nulos_pv,0.15289613498951107,0.3868263977208986,0.13683368757229714,0.041701635274693394,0.28174214444259976,1101
blanco_pv,0.062120482243077965,0.09816082222728553,1.7605463785536476e-6,4.995142629129417e-8,0.8397168850318317,1101
noVoto_pv,0.03610929903622184,0.11581195542830325,0.008815259930894647,0.0024966330441159655,0.8367668525604642,20
boric_pv,1.0000000398795545,0.0,0.0,0.0,0.0,20
kast_pv,0.0,1.0000000398681148,0.0,0.0,0.0,20
provoste_pv,0.771452304025689,0.22854772537826046,0.0,0.0,0.0,20
artes_pv,1.0000000374458355,0.0,0.0,0.0,0.0,20
meo_pv,1.000000039540503,0.0,0.0,0.0,0.0,20
parisi_pv,0.7702734098669969,0.22972661912130807,0.0,0.0,0.0,20
sichel_pv,0.49543597503682163,0.504564054389674,0.0,0.0,0.0,20
nulos_pv,0.13454211852418024,0.06981145637595113,0.011809090887373716,0.008088026756697677,0.7757493074557973,20
blanco_pv,6.677116584138621e-7,0.9661031633945727,7.105676304389736e-8,0.03389607522224448,2.261476146507439e-8,20
noVoto_pv,0.045922788088890755,0.14248922214443968,0.005120969675969262,0.0019045759998918828,0.8045624440908085,25
boric_pv,1.000000039629168,0.0,0.0,0.0,0.0,25
kast_pv,0.0,1.0000000396416069,0.0,0.0,0.0,25
provoste_pv,0.9372418750425743,0.06275815220166303,0.0,0.0,0.0,25
artes_pv,1.0000000318782953,0.0,0.0,0.0,0.0,25
meo_pv,1.0000000374825095,0.0,0.0,0.0,0.0,25
parisi_pv,0.7164369885255868,0.07828103205350251,0.014396616168548723,0.004788885382348579,0.18609647787001343,25
sichel_pv,0.2451468636698759,0.7548531649342182,0.0,0.0,0.0,25
nulos_pv,1.6870442451271333e-6,0.9454655739010054,0.054532563502573315,1.666572253677067e-7,8.894950850545165e-9,25
blanco_pv,8.451969084524899e-9,0.999999993192268,2.0225082310771327e-9,2.2964153541518767e-9,0.0,25
noVoto_pv,0.04760206105570577,0.12295710040586987,0.006014236359355616,0.0013413994646318493,0.8220852027144369,4
boric_pv,1.0000000389862795,0.0,0.0,0.0,0.0,4
kast_pv,0.0,1.0000000397009188,0.0,0.0,0.0,4
provoste_pv,0.7090372681391323,0.2763933478722796,0.005078640128499046,0.008401754607206742,0.001088989252882385,4
artes_pv,0.8141174548207616,1.7433890539949424e-9,1.3224712195180427e-7,3.029795602773122e-8,0.18588238089077133,4
meo_pv,1.0000000332434429,0.0,0.0,0.0,0.0,4
parisi_pv,0.8780653192587661,0.0,0.0,0.0,0.12193470716520477,4
sichel_pv,0.03548740909231139,0.9645126172789931,0.0,0.0,0.0,4
nulos_pv,0.13181937243929334,0.33578195502163766,0.10094100179594288,0.01057122224631435,0.42088644849681184,4
blanco_pv,8.678626720754152e-8,0.7196692764510273,4.2703588198761546e-8,0.05879941380614393,0.22153118025297333,4
noVoto_pv,0.05611093624504567,0.10692838762933231,0.003969095567213364,0.0028587230377718383,0.8301328575206368,28
boric_pv,1.0000000396990836,0.0,0.0,0.0,0.0,28
kast_pv,0.0,1.000000039824768,0.0,0.0,0.0,28
provoste_pv,0.9362979581481192,0.06370207039488125,0.0,0.0,0.0,28
artes_pv,1.0000000233860575,0.0,0.0,0.0,0.0,28
meo_pv,1.0000000382948,0.0,0.0,0.0,0.0,28
parisi_pv,0.7975988607460001,0.010978493525910153,0.02265967806959693,0.0005652444895057487,0.16819772316898712,28
sichel_pv,0.024015518237138357,0.9759845112812072,0.0,0.0,0.0,28
nulos_pv,0.0,0.6788603885326396,5.031568756263064e-8,1.1105282004642677e-8,0.32113955547120304,28
blanco_pv,6.501622492171054e-11,0.9999948160715348,4.9880722454174294e-8,5.125804666775434e-6,8.178059814586197e-9,28
noVoto_pv,0.06236409657104809,0.06857920010375025,0.009337411542531626,0.002668301657096335,0.8570509901255736,9101
boric_pv,1.0000000362867891,0.0,0.0,0.0,0.0,9101
kast_pv,0.0,1.000000038855978,0.0,0.0,0.0,9101
provoste_pv,0.6446637027294515,0.3553363248670629,0.0,0.0,0.0,9101
artes_pv,0.9801083001697671,0.019891718009504747,0.0,0.0,0.0,9101
meo_pv,0.7650049774892997,0.23499504941783764,0.0,0.0,0.0,9101
parisi_pv,0.6839802421782024,0.31601978680886766,0.0,0.0,0.0,9101
sichel_pv,0.22532980994152554,0.7746702145452301,0.0,0.0,0.0,9101
nulos_pv,0.1255827301193151,0.06441705616768408,0.013859530177900169,0.015562347312796931,0.7805783362223038,9101
blanco_pv,0.9082288585641362,0.09177099693766642,1.1829564727887647e-7,2.897194215666608e-8,0.0,9101
noVoto_pv,0.05311002618311323,0.10048148372388911,0.005799336727770403,0.0021399402402038407,0.8384692131250235,27
boric_pv,1.0000000397534174,0.0,0.0,0.0,0.0,27
kast_pv,0.0,1.0000000395305437,0.0,0.0,0.0,27
provoste_pv,0.7790449605352034,0.09106975483342121,0.006754723003525576,0.0013252896482227718,0.12180527197962708,27
artes_pv,1.0000000305998513,0.0,0.0,0.0,0.0,27
meo_pv,1.0000000389185888,0.0,0.0,0.0,0.0,27
parisi_pv,0.72574939613336,0.0,0.0,0.0,0.27425063151359586,27
sichel_pv,0.2555581958286976,0.744441833618142,0.0,0.0,0.0,27
nulos_pv,0.8848032046726935,0.11519680230257738,1.0547445778795756e-9,0.0,0.0,27
blanco_pv,0.0,1.0000000254675858,0.0,0.0,0.0,27
noVoto_pv,0.08497279587737898,0.06778843542617356,0.003355200661033397,0.0017396778981557254,0.8421438901372583,13
boric_pv,1.0000000398240196,0.0,0.0,0.0,0.0,13
kast_pv,0.0,1.000000039283252,0.0,0.0,0.0,13
provoste_pv,0.9136378566422945,0.0863621728700953,0.0,0.0,0.0,13
artes_pv,1.0000000362626862,0.0,0.0,0.0,0.0,13
meo_pv,1.0000000390784498,0.0,0.0,0.0,0.0,13
parisi_pv,0.4452723781487619,0.1632189475671231,0.016916710273321766,0.002152695284423105,0.37243926872637023,13
sichel_pv,0.1761438641781933,0.8238561655250123,0.0,0.0,0.0,13
nulos_pv,0.48815659902458197,0.2325510027534723,0.08317128357305927,0.04690224786923448,0.14921886677965182,13
blanco_pv,0.4080280574660752,0.5919719358186356,6.474288567923066e-9,6.490588244435513e-9,0.0,13
noVoto_pv,0.07939209699356445,0.05336002300155146,0.007993688939322457,0.0022631070663774204,0.8569910839991842,10301
boric_pv,1.0000000337665744,0.0,0.0,0.0,0.0,10301
kast_pv,0.0,1.0000000379889273,0.0,0.0,0.0,10301
provoste_pv,0.7922668781244441,0.20773314624649744,0.0,0.0,0.0,10301
artes_pv,1.000000014723236,0.0,0.0,0.0,0.0,10301
meo_pv,0.8627147134480907,0.1372853013611432,0.0,0.0,0.0,10301
parisi_pv,0.7196324387214413,0.28036758818681445,0.0,0.0,0.0,10301
sichel_pv,0.12172492781362561,0.8782750977557899,0.0,0.0,0.0,10301
nulos_pv,0.7254505824900567,0.27454940384291804,1.1385370062992449e-8,6.4878606180719676e-9,0.0,10301
blanco_pv,0.15289911725698974,0.8471007385735719,5.59575307695132e-8,8.311715897320939e-8,5.09474865708641e-9,10301
noVoto_pv,0.039981091050894486,0.004883579716936126,0.0029802237821280443,0.0009898443631374408,0.9511652610869038,2201
boric_pv,1.0000000377097797,0.0,0.0,0.0,0.0,2201
kast_pv,0.10368609368087113,0.8963139334353981,0.0,0.0,0.0,2201
provoste_pv,0.7456114421384455,0.2543885848069718,0.0,0.0,0.0,2201
artes_pv,0.9774025195085435,5.197343580696106e-9,0.022597446818607696,2.586313461889302e-8,2.6123706990700186e-9,2201
meo_pv,0.3475434498048669,0.6524565613389312,1.5824591219486218e-9,0.0,0.0,2201
parisi_pv,0.45903062998146615,0.3341320729954181,0.024666166772871374,0.003815550121471361,0.17835558012877312,2201
sichel_pv,0.2170748409526431,0.7829251801649495,0.0,0.0,0.0,2201
nulos_pv,0.5454360331154351,0.40766264636774924,0.046901293573097705,2.7185226960293866e-8,0.0,2201
blanco_pv,0.42104351329366096,0.3894442408465045,0.11818712173622195,0.07132495561559998,1.6850801270383272e-7,2201
noVoto_pv,0.09876342034831125,0.07408399464100202,0.0055062765897900285,0.0024030004989791754,0.8192433079219176,21
boric_pv,1.0000000395354094,0.0,0.0,0.0,0.0,21
kast_pv,0.0,1.0000000395289317,0.0,0.0,0.0,21
provoste_pv,0.7018563210830857,0.2981437073321436,0.0,0.0,0.0,21
artes_pv,1.0000000248423966,0.0,0.0,0.0,0.0,21
meo_pv,0.99999997641767,5.092239322412495e-8,0.0,0.0,0.0,21
parisi_pv,0.5606768637084035,0.13366461718394412,0.03517971159057309,0.009545354868252151,0.2609334526488271,21
sichel_pv,0.22084753579337427,0.779152493564091,0.0,0.0,0.0,21
nulos_pv,0.8730416019787425,0.12695832786497166,5.8881180354869854e-8,1.5295426682821015e-8,0.0,21
blanco_pv,1.1570175090486561e-8,0.7926235906146498,5.627636398836348e-8,1.0215112501810967e-7,0.20737623938768598,21
noVoto_pv,0.08123583658877258,0.04842243321970478,0.0006781477813039714,0.002217435137582791,0.8674461472726359,3101
boric_pv,1.0000000367801374,0.0,0.0,0.0,0.0,3101
kast_pv,0.0,1.0000000164751761,0.0,0.0,0.0,3101
provoste_pv,0.7319351427164624,0.2539250627635237,0.014139777096288594,2.2720457460978277e-8,0.0,3101
artes_pv,0.9999998949322534,1.5071167522584259e-9,3.6872486699925086e-8,3.981566111157821e-8,2.687248214750457e-8,3101
meo_pv,0.7092439747108664,0.290755945505834,6.957431327992153e-8,1.4567011196955229e-8,0.0,3101
parisi_pv,0.6721328694971851,0.10720874345273951,0.023321481464036804,1.488990301664788e-8,0.1973368906961356,3101
sichel_pv,0.26189666933073547,0.738103333429745,3.979860857797048e-9,7.176492419775803e-10,0.0,3101
nulos_pv,0.05330526903364225,0.5380815618582264,0.028429872546267585,2.9991863869261205e-7,0.38018299664322514,3101
blanco_pv,3.7198304106577885e-8,0.7838126470143967,8.124009783081813e-7,0.0017620223767554298,0.2144244810095655,3101
noVoto_pv,0.08679676850390829,0.06049426071838644,0.0028812027830449564,0.0018234797042010987,0.8480042882904593,29
boric_pv,1.0000000386396142,0.0,0.0,0.0,0.0,29
kast_pv,0.0,1.0000000386445114,0.0,0.0,0.0,29
provoste_pv,0.8339895784707436,0.1660104491402722,0.0,0.0,0.0,29
artes_pv,1.0000000056996736,1.0663628428784432e-9,0.0,0.0,0.0,29
meo_pv,1.0000000277558254,0.0,0.0,0.0,0.0,29
parisi_pv,0.9225139570690495,0.07748606886909938,0.0,0.0,0.0,29
sichel_pv,0.016814453963781978,0.9226975466494279,0.046313951934777095,0.014174056568696601,0.0,29
nulos_pv,0.9999999590783535,2.966581780408276e-8,1.1981039641533955e-8,4.3224381252660925e-9,0.0,29
blanco_pv,0.33189668229218466,0.6367249457027958,0.031378242681334816,1.2621549588181693e-7,3.1081888207885553e-9,29
noVoto_pv,0.03631486974017135,0.09202264135692384,0.005823147505657227,0.0026072538619415064,0.8632320875353061,10101
boric_pv,1.0000000389867836,0.0,0.0,0.0,0.0,10101
kast_pv,0.0326847567684326,0.9673152713710228,0.0,0.0,0.0,10101
provoste_pv,0.7237015528174049,0.2762984686402801,0.0,0.0,0.0,10101
artes_pv,1.0000000289344624,0.0,0.0,0.0,0.0,10101
meo_pv,0.9348912308947008,0.06510879061035522,0.0,0.0,0.0,10101
parisi_pv,0.7409136594012317,0.2508931936663887,0.008193162769189558,0.0,0.0,10101
sichel_pv,0.27358228251358496,0.7264177421572614,0.0,0.0,0.0,10101
nulos_pv,0.40682989079298104,0.423618373721059,0.14473267208142526,0.02481903161369327,3.179084136843984e-8,10101
blanco_pv,0.0,0.9422932308001128,5.805485485160307e-8,0.005843911388950013,0.05186280061610943,10101
noVoto_pv,0.08582984620245172,0.037107893017018105,0.008924531205811064,0.003277294708085854,0.8648604348666332,14
boric_pv,1.0000000393814752,0.0,0.0,0.0,0.0,14
kast_pv,0.0,1.0000000390001587,0.0,0.0,0.0,14
provoste_pv,0.5763423521247079,0.42365767558552725,0.0,0.0,0.0,14
artes_pv,1.000000013505292,9.01193657088637e-9,0.0,0.0,0.0,14
meo_pv,0.9977256465813166,0.002274382195421742,0.0,0.0,0.0,14
parisi_pv,0.7651537596861648,0.2348462693667304,0.0,0.0,0.0,14
sichel_pv,0.263514437279933,0.7364855922172122,0.0,0.0,0.0,14
nulos_pv,0.9277594516055533,1.6323457324756013e-7,0.07224037668583003,1.3219193798698064e-8,0.0,14
blanco_pv,0.9999999141982755,5.6890462384155445e-8,1.5236463681816527e-8,1.6964046522890194e-8,0.0,14
noVoto_pv,0.057288916025109805,0.04390349837026202,0.00884336798288882,0.002158247216165182,0.8878059704055742,12101
boric_pv,1.0000000372942268,0.0,0.0,0.0,0.0,12101
kast_pv,0.0,1.000000037213413,0.0,0.0,0.0,12101
provoste_pv,0.7225076876160547,0.27749233725373906,0.0,0.0,0.0,12101
artes_pv,0.8638354102729496,0.1361645688959388,1.7309858833937396e-8,8.902770244759616e-9,0.0,12101
meo_pv,0.8593112034788875,0.14068882231584726,0.0,0.0,0.0,12101
parisi_pv,0.9402172598794032,0.05978276709598801,0.0,0.0,0.0,12101
sichel_pv,0.31999679818571053,0.6800032254807852,0.0,0.0,0.0,12101
nulos_pv,0.9576194569024081,0.04238052232884709,2.0711223679241247e-8,5.992858589120475e-9,0.0,12101
blanco_pv,0.9999999207957218,1.899325420882394e-8,3.375512925118229e-8,2.4723792526885903e-8,1.7321021499666585e-9,12101
noVoto_pv,0.09578447322110026,0.05515620788197873,0.007396388257151568,0.002791360697398362,0.8388715699423711,6
boric_pv,1.0000000397244464,0.0,0.0,0.0,0.0,6
kast_pv,0.0,1.0000000391768662,0.0,0.0,0.0,6
provoste_pv,0.6941568262104836,0.3058432023488531,0.0,0.0,0.0,6
artes_pv,1.000000033761884,0.0,0.0,0.0,0.0,6
meo_pv,0.7248425134753189,0.27515751554197726,0.0,0.0,0.0,6
parisi_pv,0.8611134096129163,0.12697653941088646,0.01191006957711185,0.0,0.0,6
sichel_pv,0.3164476159878163,0.683552412873184,0.0,0.0,0.0,6
nulos_pv,0.611744489239648,0.26600724491919087,0.12224827829091531,0.0,0.0,6
blanco_pv,0.4998324338997703,0.5001675821488993,0.0,0.0,0.0,6
noVoto_pv,0.03789007533850326,0.05395031223029922,0.004395510078592229,0.0021857425484000073,0.9015783598042052,13101
boric_pv,1.0000000399063964,0.0,0.0,0.0,0.0,13101
kast_pv,0.0,1.0000000392949793,0.0,0.0,0.0,13101
provoste_pv,0.8454977690972667,0.15450226053004115,0.0,0.0,0.0,13101
artes_pv,1.000000037835613,0.0,0.0,0.0,0.0,13101
meo_pv,0.9347738808176327,0.06522614853622524,0.0,0.0,0.0,13101
parisi_pv,1.000000037658019,0.0,0.0,0.0,0.0,13101
sichel_pv,0.3453434785911768,0.6546565511780068,0.0,0.0,0.0,13101
nulos_pv,0.24524655946621765,0.20332105988617727,0.041207601155701414,0.004764159347242347,0.5054606201446613,13101
blanco_pv,0.15117334801294366,0.8488266678401298,0.0,0.0,0.0,13101
noVoto_pv,0.08886851270705638,0.07581033972478891,0.008293321430825682,0.002538184987604873,0.8244896411497242,13127
boric_pv,1.0000000392820934,0.0,0.0,0.0,0.0,13127
kast_pv,0.007593845984303724,0.9924061829203462,0.0,0.0,0.0,13127
provoste_pv,0.9658414300249972,0.034158598420794016,0.0,0.0,0.0,13127
artes_pv,1.0000000319437166,0.0,0.0,0.0,0.0,13127
meo_pv,0.9105521680065178,0.0894478601091654,0.0,0.0,0.0,13127
parisi_pv,1.0000000340934991,0.0,0.0,0.0,0.0,13127
sichel_pv,0.24646932434341184,0.7535307034441171,0.0,0.0,0.0,13127
nulos_pv,0.39819483712770537,0.6017977693401045,7.485201924228576e-8,7.257627907350289e-6,6.105226361345121e-8,13127
blanco_pv,0.9999997163339699,2.815985997907066e-7,1.2703151883301412e-9,5.78899802629531e-9,0.0,13127
noVoto_pv,0.07845544492335985,0.06444983560695101,0.006331424512301234,0.002024330409018492,0.8487389645483694,13106
boric_pv,1.0000000390635024,0.0,0.0,0.0,0.0,13106
kast_pv,0.0,1.0000000371180002,0.0,0.0,0.0,13106
provoste_pv,0.8791226216068284,0.12087740538209366,0.0,0.0,0.0,13106
artes_pv,1.0000000289848425,0.0,0.0,0.0,0.0,13106
meo_pv,1.000000037644275,0.0,0.0,0.0,0.0,13106
