origen,detla_boric,delta_kast,delta_nulos,delta_blancos,delta_no,distrito
provoste_pv,0.8359699004632967,0.16403012867408703,0.0,0.0,0.0,5
artes_pv,1.0000000365033674,0.0,0.0,0.0,0.0,5
meo_pv,0.8905559198571693,0.1094441085128152,0.0,0.0,0.0,5
parisi_pv,0.7805832533547284,0.08027861729122676,0.01026482340392873,0.003133989844848064,0.12573931610526795,5
sichel_pv,0.060681650224551256,0.9393183790392304,0.0,0.0,0.0,5
nulos_pv,0.41491767264922286,0.4428643867348503,0.14221764910475973,2.959725882081544e-7,0.0,5
blanco_pv,0.42306127688625705,0.3214247329962617,0.00926550863151557,0.15913291155431855,0.08711556993164703,5
noVoto_pv,0.11391377259346566,0.06937983677383304,0.006818630432024881,0.002813463663068855,0.8070742965376076,13
boric_pv,1.0000000398348494,0.0,0.0,0.0,0.0,13
kast_pv,0.0,1.0000000396202224,0.0,0.0,0.0,13
provoste_pv,0.8991445073790243,0.10085552194041669,0.0,0.0,0.0,13
artes_pv,1.000000037865615,0.0,0.0,0.0,0.0,13
meo_pv,1.0000000388326136,0.0,0.0,0.0,0.0,13
parisi_pv,1.000000037312447,0.0,0.0,0.0,0.0,13
sichel_pv,0.13941170924166313,0.8605883194447516,0.0,0.0,0.0,13
nulos_pv,0.7695955756381467,0.2304043727328339,0.0,6.27416167137689e-8,0.0,13
blanco_pv,0.1848394385049888,0.11111310827266703,0.003043828931522638,0.0015856822156093526,0.6994179420752121,13
noVoto_pv,0.14465738271503822,0.05053146659443466,0.0054503485387571065,0.002003985305352175,0.7973568168464179,12
boric_pv,1.0000000399122608,0.0,0.0,0.0,0.0,12
kast_pv,0.0,1.000000039652213,0.0,0.0,0.0,12
provoste_pv,0.6751513301805725,0.32484869890278184,0.0,0.0,0.0,12
artes_pv,1.0000000383362302,0.0,0.0,0.0,0.0,12
meo_pv,0.8937595842124064,0.08964495373369899,0.0165953195832861,1.516484078731473e-7,0.0,12
parisi_pv,1.0000000349681866,0.0,0.0,0.0,0.0,12
sichel_pv,0.25279965733667575,0.747200372341073,0.0,0.0,0.0,12
nulos_pv,0.2754454648364138,0.05833160866819586,0.03138569126704505,0.003516006629155779,0.6313212285991895,12
blanco_pv,0.8311745288192909,2.406769664854267e-8,0.05865646342147532,0.09723014133506176,0.012938842356475348,12
noVoto_pv,0.10502551588734128,0.06472660568358492,0.002761626846677375,0.0021485749829539907,0.8253376765994425,11
boric_pv,1.0000000399394582,0.0,0.0,0.0,0.0,11
kast_pv,0.0,0.9989522277778355,0.0,0.0,0.0010478020915482113,11
provoste_pv,0.9975963401361885,0.002403689499874746,0.0,0.0,0.0,11
artes_pv,1.0000000388641102,0.0,0.0,0.0,0.0,11
meo_pv,1.000000039630089,0.0,0.0,0.0,0.0,11
parisi_pv,1.0000000396605957,0.0,0.0,0.0,0.0,11
sichel_pv,0.0,0.9086685518058406,0.04926726075802617,0.017921927802502298,0.024142269565672468,11
nulos_pv,0.1986169237353348,0.07021550000497086,0.03922807451544049,1.1199939919023681e-7,0.6919393897448547,11
blanco_pv,0.8389176110459166,0.16108239694727863,0.0,1.3280571090990268e-9,0.0,11
noVoto_pv,0.12135156099093047,0.06843594553321819,0.0069446567619223815,0.0022525874894342626,0.8010152492244947,14
boric_pv,1.0000000398433901,0.0,0.0,0.0,0.0,14
kast_pv,0.0,1.0000000398305595,0.0,0.0,0.0,14
provoste_pv,0.6437130418833595,0.35628698760797406,0.0,0.0,0.0,14
artes_pv,1.0000000373116114,0.0,0.0,0.0,0.0,14
meo_pv,1.0000000386271881,0.0,0.0,0.0,0.0,14
parisi_pv,0.9121305819314108,0.08786944313877809,0.0,0.0,0.0,14
sichel_pv,0.2042808868318614,0.7957191427178937,0.0,0.0,0.0,14
nulos_pv,0.08187173989871047,0.0920871676171852,0.02375206381884535,0.0033057658442188025,0.7989832628210402,14
blanco_pv,0.37544013643863855,0.6245598487549258,1.0318827593716565e-8,1.1908418173876484e-8,0.0,14
noVoto_pv,0.04882376081602132,0.09209500470990008,0.006760740290020582,0.002886177860894683,0.8494343163231635,24
boric_pv,1.0000000398721989,0.0,0.0,0.0,0.0,24
kast_pv,0.0,1.0000000397675572,0.0,0.0,0.0,24
provoste_pv,0.6815986611567905,0.3184013678367426,0.0,0.0,0.0,24
artes_pv,1.0000000367753772,0.0,0.0,0.0,0.0,24
meo_pv,1.0000000383548737,0.0,0.0,0.0,0.0,24
parisi_pv,0.7657455056841758,0.23425452346674594,0.0,0.0,0.0,24
sichel_pv,0.43866159516361547,0.5613384335081409,0.0,0.0,0.0,24
nulos_pv,1.5841745459577252e-8,0.9499804242151529,0.05001954316832486,2.226102145555183e-8,0.0,24
blanco_pv,5.833694551275776e-9,0.25806450040001666,0.004825313386996163,0.01748140347148904,0.7196287769078036,24
noVoto_pv,0.09984831466277218,0.06449295826694797,0.003195936686251948,0.0007886260565440632,0.831674164327484,6
boric_pv,1.0000000398203859,0.0,0.0,0.0,0.0,6
kast_pv,0.0,1.0000000397897504,0.0,0.0,0.0,6
provoste_pv,0.8151751420493958,0.1848248865193921,0.0,0.0,0.0,6
artes_pv,1.0000000365990274,0.0,0.0,0.0,0.0,6
meo_pv,0.8038835218710163,0.19611650544690998,0.0,0.0,0.0,6
parisi_pv,0.8335446888410581,0.11767597566661803,0.00497351351006215,0.004084542695599444,0.03972127928666236,6
sichel_pv,0.13749835489371828,0.7751740164884146,0.03564135292349927,0.012145361791283794,0.03954091390308418,6
nulos_pv,0.41637534533303183,0.2778608103920575,0.289631312685855,0.016132527485059646,4.103995893508669e-9,6
blanco_pv,0.6584599248827111,0.341538039110646,1.8184937701856566e-9,2.027133952006455e-6,7.054197267583721e-9,6
noVoto_pv,0.0,0.041107594450379654,9.2090692909187e-8,0.00013149127188142063,0.9587608319046488,1
boric_pv,1.0000000388301633,0.0,0.0,0.0,0.0,1
kast_pv,0.0827910514404184,0.9172089768108801,0.0,0.0,0.0,1
provoste_pv,0.7298995446079084,0.27010041592618556,4.12589581209469e-8,6.407421737484248e-9,0.0,1
artes_pv,0.9999999989716181,1.782823624032146e-8,0.0,0.0,0.0,1
meo_pv,0.8105299865942229,0.1894700367743018,0.0,0.0,0.0,1
parisi_pv,0.5537087342957024,0.35785899447699876,0.030047475171916038,0.008769552208758812,0.04961524384662396,1
sichel_pv,0.3945576129995256,0.6054424135278493,0.0,0.0,0.0,1
nulos_pv,0.36648509278590724,0.17784516328061747,0.13115629234236598,0.017075838673949933,0.30743761291715943,1
blanco_pv,0.0,1.9060973614640295e-9,5.098356439012231e-9,4.443237923736805e-9,0.9999999934234322,1
noVoto_pv,0.04800756042306854,0.1365086112157353,0.006317522998079155,0.00193205757942801,0.807234247783689,19
boric_pv,1.000000039644849,0.0,0.0,0.0,0.0,19
kast_pv,0.0,1.000000039763693,0.0,0.0,0.0,19
provoste_pv,0.584290205311227,0.40288329488879404,0.005195761835360101,0.003799090979176906,0.003831646985441942,19
artes_pv,1.000000019151368,0.0,0.0,0.0,0.0,19
meo_pv,0.7114773382285823,0.2885226686077568,0.0,2.3437223667950757e-9,0.0,19
parisi_pv,0.9020156455424523,0.0,0.008902111506357543,3.413238253913442e-8,0.08908221739984677,19
sichel_pv,0.2528859828709054,0.7471140436429081,0.0,0.0,0.0,19
nulos_pv,0.03845200526878842,0.13171437268222533,0.007068040195917888,0.0012101917895407225,0.8215553900635276,19
blanco_pv,0.0,0.8038781350350085,0.0,0.0,0.19612187642667536,19
noVoto_pv,0.09629581925440404,0.04518169131260344,0.007603462912024059,0.002326683323612464,0.848592343197356,7
boric_pv,1.0000000398779556,0.0,0.0,0.0,0.0,7
kast_pv,0.0,1.0000000397936035,0.0,0.0,0.0,7
provoste_pv,0.7951799348330472,0.20482009473209398,0.0,0.0,0.0,7
artes_pv,1.0000000385107608,0.0,0.0,0.0,0.0,7
meo_pv,1.0000000389984507,0.0,0.0,0.0,0.0,7
parisi_pv,0.8904952898920776,0.10950473931884527,0.0,0.0,0.0,7
sichel_pv,0.1035012811343775,0.896498748071564,0.0,0.0,0.0,7
nulos_pv,0.5276890346769908,0.3721963247806795,0.1001146484720346,2.7332989119337476e-10,0.0,7
blanco_pv,0.18770650189514268,3.690731599735586e-8,0.11328530020005753,0.12031816550123851,0.5786899954962453,7
noVoto_pv,0.1233465373480346,0.0630436027023293,0.004821531779206748,0.0020721973552752294,0.8067161308151541,15
boric_pv,1.0000000395745063,0.0,0.0,0.0,0.0,15
kast_pv,0.0,1.0000000393646356,0.0,0.0,0.0,15
provoste_pv,0.7367502401447626,0.26324978806680566,0.0,0.0,0.0,15
artes_pv,1.0000000326138099,0.0,0.0,0.0,0.0,15
meo_pv,0.8307242957213042,0.169275730130946,0.0,0.0,0.0,15
parisi_pv,0.681440649737438,0.17026643429768737,0.02100891254401966,0.003997627631899751,0.12328637578895527,15
sichel_pv,0.2050229110003576,0.794977117310872,0.0,0.0,0.0,15
nulos_pv,0.9289996722986887,1.9467201491811376e-8,0.07100030203612238,1.1836470939964305e-8,0.0,15
blanco_pv,0.17484568028773478,0.08182268442611008,4.929851096049953e-7,0.007739464111349522,0.7355916781896961,15
noVoto_pv,0.10185775549201928,0.09340557523470594,0.0034268832328251714,0.0019304046522665209,0.7993793813881832,16
boric_pv,1.0000000395851438,0.0,0.0,0.0,0.0,16
kast_pv,0.0,1.0000000379914165,0.0,0.0,0.0,16
provoste_pv,0.7008629868838178,0.2991370421616305,0.0,0.0,0.0,16
artes_pv,1.000000031152742,0.0,0.0,0.0,0.0,16
meo_pv,1.000000034355927,0.0,0.0,0.0,0.0,16
parisi_pv,0.889760338377363,0.0047367823808183674,0.02413202851372683,0.0020832959591101873,0.07928755476898162,16
sichel_pv,0.20939095481880396,0.7906090739206879,0.0,0.0,0.0,16
nulos_pv,0.16134628357285027,0.0,0.0031434697830139526,4.388265179092605e-7,0.8355098135099074,16
blanco_pv,0.5829894428797201,0.31749477684646665,0.05315642928172215,0.04635930850761981,4.2484471397031566e-8,16
noVoto_pv,0.08571031284054033,0.09080821803598187,0.003274989262118049,0.0020272108573016,0.8181792690040582,17
boric_pv,1.0000000397723017,0.0,0.0,0.0,0.0,17
kast_pv,0.0,1.0000000396915834,0.0,0.0,0.0,17
provoste_pv,0.7365484478471769,0.263451581578262,0.0,0.0,0.0,17
artes_pv,1.0000000294964384,0.0,0.0,0.0,0.0,17
meo_pv,0.7860882459901082,0.21391177977962178,0.0,0.0,0.0,17
parisi_pv,0.7018604122228451,0.210090534926327,0.03526428477733811,0.0054347348565022555,0.0473500332169874,17
sichel_pv,0.34294067133891626,0.6570593578781723,0.0,0.0,0.0,17
nulos_pv,0.3333919094233682,0.44782042247218656,0.18059265188949944,0.01673125104721245,0.021463765167733427,17
blanco_pv,8.313453428639308e-9,0.9999999804396388,6.586389951759821e-9,1.108937697749655e-8,0.0,17
noVoto_pv,0.05568380643107955,0.12532637216571413,0.0049074877766424295,0.002138974460528395,0.8119433591660355,18
boric_pv,1.0000000389920212,0.0,0.0,0.0,0.0,18
kast_pv,0.0,1.0000000396742101,0.0,0.0,0.0,18
provoste_pv,0.7657097218346873,0.2342903064775735,0.0,0.0,0.0,18
artes_pv,0.9999999446192711,0.0,2.8669554804686092e-8,1.9304119957825896e-8,9.507613081704435e-9,18
meo_pv,0.985977270268835,0.0,0.014022706055718499,3.175915846957445e-8,0.0,18
parisi_pv,0.889542245495617,0.0,0.0,0.0,0.11045777574447986,18
sichel_pv,0.027370866941442123,0.9726291607985049,0.0,0.0,0.0,18
nulos_pv,0.17253182606442072,0.8134986597048156,0.013969501808720879,1.6886094231005744e-8,0.0,18
blanco_pv,0.0,1.0000000191055616,0.0,0.0,0.0,18
